binedges,barheight
-101.78,1
-101.708,2
-101.636,17
-101.564,5
-101.492,14
-101.42,17
-101.348,9
-101.276,2
-101.204,7
-101.132,13
-101.06,18
-100.988,5
-100.916,17
-100.844,8
-100.772,15
-100.7,14
-100.628,6
-100.556,4
-100.484,13
-100.412,42
-100.34,6
-100.268,2
-100.196,4
-100.124,8
-100.052,16
