binedges,barheight
-101.85,2
-101.774,3
-101.698,9
-101.622,15
-101.546,13
-101.47,9
-101.394,13
-101.318,10
-101.242,7
-101.166,9
-101.09,19
-101.014,4
-100.938,33
-100.862,6
-100.786,3
-100.71,6
-100.634,3
-100.558,3
-100.482,5
-100.406,24
-100.33,4
-100.254,11
-100.178,0
-100.102,8
-100.026,4
