binedges,barheight
-1,1
-0.9,0
-0.8,0
-0.7,0
-0.6,0
-0.5,0
-0.4,0
-0.3,0
-0.2,0
-0.1,0
0,2
0.0999999999999999,0
0.2,0
0.3,0
0.4,0
0.5,0
0.6,0
0.7,0
0.8,0
0.9,1
1,0
1.1,0
1.2,1
1.3,2
1.4,9
1.5,12
1.6,14
1.7,17
1.8,20
1.9,23
2,28
2.1,14
2.2,10
2.3,7
2.4,19
2.5,9
2.6,12
2.7,15
2.8,11
2.9,10
3,2
3.1,5
3.2,3
3.3,5
3.4,0
3.5,1
3.6,0
3.7,1
3.8,1
3.9,2
4,0
4.1,0
4.2,0
4.3,0
4.4,0
4.5,0
4.6,1
