binedges,barheight
-101.78,9
-101.708,13
-101.636,13
-101.564,1
-101.492,24
-101.42,48
-101.348,10
-101.276,4
-101.204,15
-101.132,15
-101.06,11
-100.988,16
-100.916,2
-100.844,2
-100.772,9
-100.7,1
-100.628,3
-100.556,2
-100.484,10
-100.412,30
-100.34,2
-100.268,3
-100.196,4
-100.124,7
-100.052,16
