binedges,barheight
-101.78,1
-101.709,2
-101.638,10
-101.567,5
-101.496,12
-101.425,13
-101.354,6
-101.283,1
-101.212,16
-101.141,11
-101.07,16
-100.999,6
-100.928,51
-100.857,2
-100.786,7
-100.715,22
-100.644,5
-100.573,3
-100.502,5
-100.431,22
-100.36,15
-100.289,7
-100.218,1
-100.147,14
-100.076,5
