binedges,barheight
01-Sep-2018,10
02-Sep-2018,7
03-Sep-2018,6
04-Sep-2018,8
05-Sep-2018,4
06-Sep-2018,10
07-Sep-2018,10
08-Sep-2018,14
09-Sep-2018,4
10-Sep-2018,7
11-Sep-2018,6
12-Sep-2018,7
13-Sep-2018,11
14-Sep-2018,1
15-Sep-2018,3
16-Sep-2018,1
17-Sep-2018,15
18-Sep-2018,3
19-Sep-2018,4
20-Sep-2018,4
21-Sep-2018,5
22-Sep-2018,11
23-Sep-2018,1
24-Sep-2018,4
25-Sep-2018,13
26-Sep-2018,5
27-Sep-2018,11
28-Sep-2018,8
29-Sep-2018,2
30-Sep-2018,3
