binedges,barheight
-0.2,1
-0.1,0
0,0
0.1,0
0.2,0
0.3,1
0.4,0
0.5,0
0.6,0
0.7,0
0.8,1
0.9,0
1,0
1.1,2
1.2,2
1.3,1
1.4,2
1.5,1
1.6,6
1.7,9
1.8,10
1.9,15
2,17
2.1,9
2.2,16
2.3,12
2.4,13
2.5,11
2.6,13
2.7,9
2.8,5
2.9,6
3,7
3.1,5
3.2,2
3.3,2
3.4,7
3.5,2
3.6,0
3.7,1
3.8,1
3.9,0
4,0
4.1,0
4.2,1
