binedges,barheight
-101.7,1
-101.632,10
-101.564,6
-101.496,12
-101.428,10
-101.36,9
-101.292,0
-101.224,9
-101.156,13
-101.088,8
-101.02,11
-100.952,12
-100.884,11
-100.816,3
-100.748,13
-100.68,3
-100.612,8
-100.544,4
-100.476,5
-100.408,14
-100.34,7
-100.272,9
-100.204,2
-100.136,6
-100.068,7
