binedges,barheight
-101.64,3
-101.573,7
-101.506,1
-101.439,4
-101.372,6
-101.305,2
-101.238,1
-101.171,6
-101.104,3
-101.037,3
-100.97,1
-100.903,1
-100.836,1
-100.769,10
-100.702,2
-100.635,2
-100.568,2
-100.501,1
-100.434,14
-100.367,4
-100.3,1
-100.233,0
-100.166,6
-100.099,2
-100.032,4
