X	Point Profile
1.06272925999	19.285903955
1.14379781155	14.5984329023
1.01280176733	18.8884670356
1.01280176733	18.8884670356
1.2118176579	21.2150461919
1.06023057176	20.6896424706
1.12917585819	14.488855467
1.20288716107	20.6044150073
1.20288716107	20.6044150073
1.14379781155	14.5984329023
0.992210725413	31.9295115464
1.11594206496	20.0089934308
1.16508293354	18.3403622458
1.22736505135	18.4364946008
1.13967960317	17.3918881398
1.13967960317	17.3918881398
1.12001400133	22.9876049609
1.14379781155	14.5984329023
1.14379781155	14.5984329023
1.11594206496	20.0089934308
1.11594206496	20.0089934308
1.14379781155	14.5984329023
1.14379781155	14.5984329023
1.15360747647	19.8391288726
1.12001400133	22.9876049609
1.1078907362	7.40324971691
1.11594206496	20.0089934308
1.11594206496	20.0089934308
1.12001400133	22.9876049609
1.12001400133	22.9876049609
1.12001400133	22.9876049609
1.11353592073	18.3287289246
0.953758689826	22.4264199399
1.05365994714	24.2662480048
1.11594206496	20.0089934308
1.11594206496	20.0089934308
1.14379781155	14.5984329023
1.11594206496	20.0089934308
1.11594206496	20.0089934308
1.03168074509	13.9245213799
1.20288716107	20.6044150073
1.03168074509	13.9245213799
1.03168074509	13.9245213799
1.03168074509	13.9245213799
1.03168074509	13.9245213799
1.14379781155	14.5984329023
1.12172606549	20.1076955691
1.03168074509	13.9245213799
1.14379781155	14.5984329023
0.541706491387	20.7567819713
0.524493305781	22.3615749051
1.03168074509	13.9245213799
1.03168074509	13.9245213799
1.14379781155	14.5984329023
1.05365994714	24.2662480048
1.11594206496	20.0089934308
0.499922871489	21.0101199873
1.11594206496	20.0089934308
1.11594206496	20.0089934308
1.11594206496	20.0089934308
1.03399434531	33.0563020838
1.11594206496	20.0089934308
1.11594206496	20.0089934308
1.11353592073	18.3287289246
0.499922871489	21.0101199873
0.499922871489	21.0101199873
1.12001400133	22.9876049609
0.499922871489	21.0101199873
0.499922871489	21.0101199873
1.04958801077	21.56636733
0.541706491387	20.7567819713
0.499922871489	21.0101199873
1.12001400133	22.9876049609
1.17984370292	14.993295345
1.11594206496	20.0089934308
1.05694525945	27.7586202858
1.16350968539	19.4099828097
1.14379781155	14.5984329023
1.16425003746	19.6224442552
1.04958801077	21.56636733
0.499922871489	21.0101199873
1.11594206496	20.0089934308
1.12001400133	22.9876049609
1.11594206496	20.0089934308
1.37566682518	28.4498666694
1.19053253591	18.7458402863
1.18229611914	17.676779543
1.1142762728	24.5572829788
1.11594206496	20.0089934308
0.80888104431	14.5727346594
0.80888104431	14.5727346594
0.80888104431	14.5727346594
1.05365994714	24.2662480048
1.11594206496	20.0089934308
1.11594206496	20.0089934308
1.11594206496	20.0089934308
1.11594206496	20.0089934308
1.11594206496	20.0089934308
1.11594206496	20.0089934308
1.19053253591	18.7458402863
1.05365994714	24.2662480048
1.09872887935	22.1477383718
1.11353592073	18.3287289246
1.11594206496	20.0089934308
1.11594206496	20.0089934308
1.15208050033	23.7372541074
1.12172606549	20.1076955691
1.05365994714	24.2662480048
1.12001400133	22.9876049609
1.45525467261	35.1723682519
1.05365994714	24.2662480048
1.2708144634	29.0590052407
1.05546455531	4.55855328146
1.16508293354	18.3403622458
1.00451907856	26.8885279014
1.14550987571	21.1998989285
1.30607373069	31.9876648138
1.30607373069	31.9876648138
1.14550987571	21.1998989285
1.02825661678	32.244317173
0.996375205801	19.9491014585
1.12172606549	20.1076955691
1.03399434531	33.0563020838
1.16022437309	17.8932722685
1.19053253591	18.7458402863
1.14379781155	14.5984329023
1.14379781155	14.5984329023
1.14550987571	21.1998989285
1.04958801077	21.56636733
1.11594206496	20.0089934308
1.13394187463	21.8195500315
1.31754918776	26.7394104541
1.03399434531	33.0563020838
1.29700441785	31.8365958056
1.11594206496	20.0089934308
1.29700441785	31.8365958056
1.29464454563	22.277659918
1.03237482516	24.4199423987
1.16508293354	18.3403622458
1.10858481627	17.6484538517
1.16508293354	18.3403622458
1.11594206496	20.0089934308
