X	Graphic Profile 1
0	16.3667
0.00789718754939	16.3667
0.0157943750988	16.3667
0.0236915626481	16.3667
0.0315887501972	16.3667
0.0394859377466	16.3667
0.0473831252961	16.3667
0.0552803128453	16.3667
0.0631775003947	16.3667
0.0710746879439	16.3667
0.0789718754934	16.3667
0.0868690630426	16.3667
0.0947662505921	16.3667
0.102663438141	16.3667
0.110560625691	16.3667
0.11845781324	16.3667
0.126355000789	16.3667
0.134252188339	16.3667
0.142149375888	16.3667
0.150046563437	16.3667
0.157943750987	16.3667
0.165840938536	16.3667
0.173738126085	16.3667
0.181635313635	16.3667
0.189532501184	16.3667
0.197429688733	16.3667
0.205326876283	16.3667
0.213224063832	16.3667
0.221121251381	16.3667
0.22901843893	16.3667
0.23691562648	16.3667
0.244812814029	16.3667
0.252710001579	16.3667
0.260607189128	16.3667
0.268504376677	16.3667
0.276401564227	16.3667
0.284298751776	16.3667
0.292195939325	16.3667
0.300093126874	16.3667
0.307990314424	16.3667
0.315887501973	16.3667
0.323784689522	16.3667
0.331681877072	16.3667
0.339579064621	16.3667
0.34747625217	16.3667
0.35537343972	16.3667
0.363270627269	16.3667
0.371167814818	16.3667
0.379065002368	16.3667
0.386962189917	16.3667
0.394859377466	16.3639
0.402756565016	16.3583
0.410653752565	16.3584
0.418550940114	16.3583
0.426448127664	16.3583
0.434345315213	16.3583
0.442242502762	16.3583
0.450139690312	16.3583
0.458036877861	16.3583
0.46593406541	16.3583
0.47383125296	16.3285
0.481728440509	16.3311
0.489625628058	16.3583
0.497522815608	16.3583
0.505420003157	16.3785
0.513317190706	16.4779
0.521214378256	16.3897
0.529111565805	16.2126
0.537008753354	16.3414
0.544905940904	16.3327
0.552803128453	16.2614
0.560700316002	17.785
0.568597503552	18.9667
0.576494691101	18.837
0.58439187865	18.6361
0.5922890662	18.6901
0.600186253749	18.8
0.608083441298	18.8
0.615980628848	17.8918
0.623877816397	16.0799
0.631775003946	15.5366
0.639672191496	15.0636
0.647569379045	14.7617
0.655466566594	14.6746
0.663363754144	14.5
0.671260941693	14.5
0.679158129242	14.5
0.687055316792	14.5064
0.694952504341	14.5
0.70284969189	14.5
0.71074687944	14.5
0.718644066989	14.5
0.726541254538	14.2944
0.734438442087	14.1667
0.742335629637	14.0737
0.750232817186	13.8361
0.758130004736	13.6631
0.766027192285	13.4792
0.773924379834	13.7
0.781821567383	13.7045
0.789718754933	13.512
0.797615942482	13.3863
0.805513130031	12.726
0.813410317581	12.7228
0.82130750513	12.8688
0.829204692679	12.6008
0.837101880229	11.9096
0.844999067778	13.1304
0.852896255327	13.1423
0.860793442877	13.2222
0.868690630426	13.3572
0.876587817975	13.3424
0.884485005525	12.8252
0.892382193074	12.3406
0.900279380623	12.3994
0.908176568173	12.1116
0.916073755722	12.3059
0.923970943271	12.6548
0.931868130821	13.3824
0.93976531837	14.8352
0.947662505919	14.773
0.955559693469	15.2344
0.963456881018	14.3254
0.971354068567	17.7586
0.979251256117	17.4783
0.987148443666	16.9629
0.995045631215	17.5604
1.00294281876	17.7114
1.01084000631	18.4017
1.01873719386	18.7393
1.02663438141	19.0158
1.03453156896	18.9768
1.04242875651	18.5353
1.05032594406	18.0551
1.05822313161	16.6453
1.06612031916	16.8739
1.07401750671	16.9257
1.08191469426	17.3563
1.08981188181	15.7028
1.09770906936	14.4446
1.10560625691	14.3435
1.11350344446	14.3933
1.121400632	15.2148
1.12929781955	16.4513
1.1371950071	16.0226
1.14509219465	16.0083
1.1529893822	18.3702
1.16088656975	19.2646
1.1687837573	21.3632
1.17668094485	22.104
1.1845781324	23.6026
1.19247531995	23.7
1.2003725075	27.9793
1.20826969505	30.8825
1.2161668826	32.2371
1.22406407015	35.7455
1.2319612577	33.6896
1.23985844524	34.8284
1.24775563279	36.1271
1.25565282034	36.5102
1.26355000789	36.4442
1.27144719544	36.4886
1.27934438299	36.8531
1.28724157054	37.6001
1.29513875809	37.2417
1.30303594564	34.2293
1.31093313319	35.0813
1.31883032074	35.0578
1.32672750829	36.9431
1.33462469584	38.1218
1.34252188339	38.35
1.35041907094	38.35
1.35831625848	38.3706
1.36621344603	39.0074
1.37411063358	39.5748
1.38200782113	40.3075
1.38990500868	40.3844
1.39780219623	40.392
1.40569938378	40.2598
1.41359657133	39.9792
1.42149375888	38.1261
1.42939094643	36.5538
1.43728813398	34.09
1.44518532153	33.0083
1.45308250908	33.0083
1.46097969663	33.0083
1.46887688418	33.0083
1.47677407172	33.0083
1.48467125927	33.0083
1.49256844682	33.0083
1.50046563437	33.0083
1.50836282192	33.0083
1.51626000947	33.0083
1.52415719702	33.0083
1.53205438457	33.0083
1.53995157212	33.0083
1.54784875967	33.0083

