 dia mes anio hora min sec latitud longitud prof mag
815 2018 01 12 18 45 15.320 16.8 -100.68 16.0 2.07
816 2018 01 12 19 52 35.860 16.33 -100.34 7.0 2.1
817 2018 01 12 20 35 32.520 17.29 -101.29 16.0 2.4
818 2018 01 12 22 18 32.100 17.24 -101.17 46.3 1.89
819 2018 01 12 23 56 26.720 16.82 -100.13 9.0 0.09
820 2018 01 13 10 42 22.800 17.39 -101.37 11.9 1.98
821 2018 01 13 10 59 32.480 17.44 -101.51 6.8 2.76
822 2018 01 13 12 03 39.980 16.56 -100.36 2.0 1.59
823 2018 01 13 18 37 42.240 16.58 -100.33 3.5 3.35
824 2018 01 14 03 29 46.100 16.3 -100.88 16.0 2.76
825 2018 01 14 05 51 06.840 17.31 -100.87 12.8 2.96
826 2018 01 14 06 53 43.480 17.31 -101.21 16.0 2.65
827 2018 01 14 09 34 08.160 16.3 -100.88 16.0 1.98
828 2018 01 14 12 35 37.800 17.37 -101.46 4.0 2.48
829 2018 01 14 12 52 16.720 16.3 -100.88 16.0 1.97
830 2018 01 14 12 57 35.460 16.3 -100.88 16.0 2.83
831 2018 01 14 13 56 16.640 16.3 -100.88 16.0 2.09
832 2018 01 14 14 05 08.720 17.39 -101.45 33.4 1.86
833 2018 01 14 16 30 54.800 17.24 -101.14 46.3 1.96
834 2018 01 14 18 35 23.640 16.83 -100.11 26.0 2.41
835 2018 01 14 18 42 08.180 17.24 -101.17 46.3 2.75
836 2018 01 14 22 58 41.340 17.38 -101.24 0.0 1.99
837 2018 01 14 23 16 44.340 16.3 -100.88 16.0 1.58
838 2018 01 14 23 17 16.820 16.3 -100.88 16.0 1.69
839 2018 01 15 00 57 19.580 16.97 -100.76 5.0 2.15
840 2018 01 15 01 28 39.800 17.0 -100.67 5.0 1.45
841 2018 01 15 08 55 32.620 17.17 -100.39 40.0 2.42
842 2018 01 15 12 39 54.480 17.3 -101.04 38.2 2.03
843 2018 01 15 14 26 24.280 16.36 -100.94 18.0 1.81
844 2018 01 15 15 02 23.360 16.88 -100.76 1.0 1.59
845 2018 01 15 15 07 59.500 16.93 -100.37 24.0 2.29
846 2018 01 16 01 48 13.240 17.11 -100.39 37.0 2.08
847 2018 01 16 02 38 52.880 17.07 -100.63 5.8 1.84
848 2018 01 16 02 45 19.740 16.3 -100.88 16.0 1.98
849 2018 01 16 12 02 54.000 16.8 -100.68 16.0 1.78
850 2018 01 16 18 35 11.600 17.31 -101.21 16.0 3.12
851 2018 01 16 22 53 34.460 17.24 -101.17 46.3 1.7
852 2018 01 17 03 11 53.240 17.24 -101.17 46.3 2.11
853 2018 01 17 09 38 32.740 17.16 -101.12 16.0 2.05
854 2018 01 17 13 16 22.000 16.3 -100.88 16.0 1.77
855 2018 01 17 13 44 47.880 16.91 -100.5 26.0 2.48
856 2018 01 17 14 30 43.740 16.26 -100.91 16.3 2.04
857 2018 01 17 15 10 41.140 17.11 -100.41 40.0 2.71
858 2018 01 17 20 33 15.540 16.3 -100.88 16.0 1.9
859 2018 01 18 00 05 33.760 17.14 -100.12 46.0 0.04
860 2018 01 18 09 27 32.820 17.14 -100.12 46.0 1.99
861 2018 01 18 10 55 16.560 17.15 -100.86 10.0 1.76
862 2018 01 18 14 28 25.120 17.29 -100.78 49.0 1.61
863 2018 01 18 14 33 55.120 17.29 -100.78 49.0 2.24
864 2018 01 19 07 49 14.080 17.15 -100.86 10.0 1.46
865 2018 01 19 11 29 12.560 16.91 -101.68 16.0 2.97
866 2018 01 19 11 55 08.800 16.83 -100.12 5.0 2.78
867 2018 01 19 12 14 39.220 16.83 -100.12 5.0 2.91
868 2018 01 19 13 22 23.940 17.24 -101.17 44.3 2.04
869 2018 01 19 14 54 04.440 17.33 -101.48 20.7 1.51
870 2018 01 20 00 38 54.740 16.3 -100.88 16.0 1.64
871 2018 01 20 03 51 59.420 17.21 -101.17 44.3 1.72
872 2018 01 20 04 21 17.260 17.21 -101.15 34.0 2.15
873 2018 01 20 10 43 16.620 16.98 -100.44 17.0 3.06
874 2018 01 20 11 07 35.780 17.08 -101.02 14.7 2.57
875 2018 01 20 20 02 36.640 17.17 -100.93 28.0 2.2
876 2018 01 20 21 48 58.400 17.48 -101.6 23.6 2.57
877 2018 01 21 07 10 09.460 17.21 -101.14 42.3 2.15
878 2018 01 21 19 08 27.320 17.37 -101.42 28.6 2.46
879 2018 01 21 20 06 46.280 17.17 -100.39 40.0 2.33
880 2018 01 21 23 23 42.020 17.5 -100.96 48.0 1.7
881 2018 01 22 01 39 48.540 17.21 -100.92 5.0 2.79
882 2018 01 22 01 50 12.600 17.24 -100.91 10.0 2.88
883 2018 01 22 03 55 05.300 16.3 -100.88 16.0 2.27
884 2018 01 22 07 35 21.720 16.9 -100.37 7.0 2.48
885 2018 01 22 09 45 42.380 17.07 -100.63 5.8 2.17
886 2018 01 22 15 10 13.540 16.52 -100.9 16.0 1.64
887 2018 01 22 19 24 19.840 16.9 -100.34 18.0 3.3
888 2018 01 22 21 07 44.560 16.97 -100.47 16.5 2.28
889 2018 01 22 21 38 14.640 16.3 -100.88 16.0 1.58
890 2018 01 22 23 00 38.100 17.14 -100.39 39.0 2.0
891 2018 01 23 09 27 12.440 17.07 -100.09 41.0 3.5
892 2018 01 23 10 15 49.060 16.56 -100.36 0.0 1.41
893 2018 01 23 19 27 18.800 17.29 -101.29 16.0 1.92
894 2018 01 23 19 33 18.080 17.26 -101.02 3.0 2.82
895 2018 01 23 20 06 32.540 16.3 -100.88 16.0 2.03
896 2018 01 23 21 09 07.400 17.26 -101.02 3.0 1.64
897 2018 01 23 21 58 01.660 16.3 -100.88 16.0 2.01
898 2018 01 23 22 24 12.220 17.3 -101.43 20.0 2.36
899 2018 01 23 22 37 36.640 16.3 -100.88 16.0 1.97
900 2018 01 24 04 33 46.880 16.3 -100.88 16.0 1.94
901 2018 01 24 05 11 52.040 17.41 -101.48 13.7 2.51
902 2018 01 24 07 27 16.360 16.3 -100.88 16.0 1.6
903 2018 01 24 08 31 01.180 16.8 -100.11 6.5 3.87
904 2018 01 24 08 33 18.760 16.8 -100.11 6.5 2.47
905 2018 01 24 08 36 25.080 16.3 -100.88 16.0 1.68
906 2018 01 24 08 44 44.320 16.8 -100.17 8.5 2.62
907 2018 01 24 09 11 16.640 16.8 -100.11 6.5 2.79
908 2018 01 24 10 29 04.020 16.8 -100.11 6.5 2.39
909 2018 01 24 14 09 40.880 17.15 -100.86 10.0 1.72
910 2018 01 24 16 49 48.000 16.98 -100.44 13.9 1.91
911 2018 01 24 16 55 16.760 17.18 -101.07 40.2 1.81
912 2018 01 24 20 53 56.340 17.24 -101.04 36.2 1.63
913 2018 01 24 23 50 29.800 17.72 -100.22 111.4 2.0
914 2018 01 25 01 18 11.120 17.19 -100.35 7.0 1.91
915 2018 01 25 04 19 06.760 17.29 -101.08 32.0 2.01
916 2018 01 25 04 35 26.100 17.06 -100.63 9.5 1.85
917 2018 01 25 05 26 19.280 16.3 -100.88 16.0 1.7
918 2018 01 25 06 12 03.040 16.3 -100.88 16.0 2.01
919 2018 01 25 06 43 16.420 17.29 -100.76 17.0 2.58
920 2018 01 25 18 11 39.780 17.41 -101.48 13.7 2.84
921 2018 01 25 20 33 05.540 16.8 -100.68 16.0 1.69
922 2018 01 25 20 50 50.400 16.3 -100.88 16.0 1.57
923 2018 01 25 23 42 32.740 17.17 -100.39 40.0 1.42
924 2018 01 26 03 42 54.720 17.19 -101.42 8.0 2.97
925 2018 01 26 06 59 33.180 17.27 -101.52 7.0 2.62
926 2018 01 26 17 10 09.520 17.21 -100.42 21.0 1.84
927 2018 01 26 17 11 37.540 17.19 -101.42 8.0 2.03
928 2018 01 26 21 42 07.680 17.21 -100.42 21.0 1.34
929 2018 01 26 23 52 24.860 17.72 -100.22 111.4 1.88
930 2018 01 27 04 13 16.720 17.05 -100.06 44.0 2.24
931 2018 01 27 06 10 07.240 17.39 -101.33 3.0 2.17
932 2018 01 27 19 43 24.820 17.19 -100.35 5.0 1.9
933 2018 01 27 22 57 05.520 16.3 -100.88 16.0 2.09
934 2018 01 28 06 49 40.740 16.81 -100.26 8.0 1.95
935 2018 01 28 09 03 31.640 17.21 -101.14 42.3 2.01
936 2018 01 28 20 01 19.120 17.24 -101.17 50.3 2.4
937 2018 01 29 00 12 45.520 17.11 -100.41 40.0 1.4
938 2018 01 29 01 48 38.780 17.29 -101.29 16.0 2.98
939 2018 01 29 03 46 04.620 16.92 -100.28 25.6 3.06
940 2018 01 29 04 55 28.040 16.93 -100.37 24.0 2.14
941 2018 01 29 06 40 34.320 16.3 -100.88 16.0 2.82
942 2018 01 29 11 33 15.300 17.37 -100.91 46.0 3.15
943 2018 01 29 13 02 33.120 17.24 -101.04 6.2 2.06
944 2018 01 29 13 22 23.020 17.37 -100.91 46.0 2.97
945 2018 01 29 16 01 48.020 17.22 -100.7 16.0 3.3
946 2018 01 29 16 14 17.360 17.35 -101.12 14.0 2.21
947 2018 01 29 16 27 00.060 16.3 -100.88 16.0 2.77
948 2018 01 29 16 38 50.180 16.3 -100.88 16.0 1.79
949 2018 01 29 18 31 36.180 16.3 -100.88 16.0 1.6
950 2018 01 29 19 37 38.260 17.18 -101.1 34.2 1.84
951 2018 01 29 19 59 04.320 17.07 -100.38 39.0 2.31
952 2018 01 29 23 43 54.240 17.46 -101.18 49.7 2.36
953 2018 01 30 00 52 39.640 17.16 -101.42 20.0 3.15
954 2018 01 30 02 45 12.620 17.16 -101.42 20.0 2.54
955 2018 01 30 03 00 25.020 17.0 -100.69 3.0 3.7
956 2018 01 30 04 42 31.880 16.9 -100.34 18.0 2.48
957 2018 01 30 06 41 15.860 16.8 -100.68 16.0 2.75
958 2018 01 30 06 55 41.680 17.16 -101.42 20.0 2.12
959 2018 01 30 07 53 40.800 17.16 -101.42 20.0 2.66
960 2018 01 30 09 39 05.860 17.2 -100.12 46.0 2.42
961 2018 01 30 09 51 33.840 17.32 -101.4 26.0 1.97
962 2018 01 30 16 40 08.820 16.91 -100.5 26.0 2.81
963 2018 01 31 00 38 14.700 16.3 -100.88 16.0 2.23
964 2018 01 31 01 30 12.180 17.15 -101.36 12.0 1.4
965 2018 01 31 02 33 56.080 16.3 -100.88 16.0 1.85
966 2018 01 31 03 54 26.560 16.8 -100.08 21.3 2.04
967 2018 01 31 05 38 30.100 17.21 -100.42 21.0 1.69
968 2018 01 31 07 00 03.020 17.19 -100.35 5.0 2.08
969 2018 01 31 07 32 25.260 17.01 -100.4 21.2 2.07
970 2018 01 31 10 47 53.880 17.24 -101.17 46.3 2.62
971 2018 01 31 14 35 17.720 17.11 -100.41 40.0 2.65
972 2018 01 31 18 31 54.200 16.3 -100.88 16.0 2.53
973 2018 01 31 18 57 03.560 16.3 -100.88 16.0 2.09
974 2018 01 31 19 04 15.040 17.44 -101.51 6.8 2.74
975 2018 01 31 23 55 15.800 17.72 -100.22 111.4 1.48
976 2018 02 01 10 38 27.200 17.14 -100.39 39.0 2.26
977 2018 02 01 16 21 29.040 17.75 -101.35 58.0 2.85
978 2018 02 01 16 29 47.260 17.44 -101.51 6.8 2.58
979 2018 02 01 16 58 16.140 16.3 -100.88 16.0 2.98
980 2018 02 01 17 30 20.300 16.3 -100.88 16.0 2.19
981 2018 02 01 18 36 25.640 16.3 -100.88 16.0 1.94
982 2018 02 01 21 35 46.560 16.66 -100.56 21.4 3.47
983 2018 02 01 22 25 23.580 17.3 -101.04 38.2 2.28
984 2018 02 02 00 59 39.540 16.3 -100.88 16.0 2.54
985 2018 02 02 03 08 58.060 17.11 -101.55 10.0 3.27
986 2018 02 02 11 21 33.700 16.3 -100.88 16.0 2.08
987 2018 02 02 11 25 06.880 17.21 -101.01 32.2 2.32
988 2018 02 02 20 26 34.140 16.91 -100.5 26.0 2.65
989 2018 02 03 00 03 46.700 17.15 -101.36 12.0 -0.12
990 2018 02 03 00 25 12.820 17.15 -101.36 12.0 1.43
991 2018 02 03 00 30 33.740 17.15 -101.36 12.0 2.18
992 2018 02 03 00 34 58.260 17.15 -101.36 12.0 1.12
993 2018 02 03 01 04 41.440 17.15 -101.36 12.0 2.14
994 2018 02 03 01 04 56.200 17.15 -101.36 12.0 2.04
995 2018 02 03 01 24 39.120 17.26 -101.51 33.0 2.74
996 2018 02 03 01 27 34.140 17.26 -101.51 33.0 2.27
997 2018 02 03 02 10 17.460 17.15 -101.36 12.0 1.65
998 2018 02 03 02 45 21.580 17.18 -101.34 8.0 2.01
999 2018 02 03 02 49 54.600 17.18 -101.34 8.0 1.45
1000 2018 02 03 03 20 40.360 17.26 -101.51 33.0 2.04
1001 2018 02 03 06 50 07.560 16.77 -100.32 22.0 2.55
1002 2018 02 03 09 48 08.040 17.16 -101.42 20.0 2.68
1003 2018 02 03 10 12 11.020 16.3 -100.88 16.0 1.86
1004 2018 02 03 17 45 37.040 17.16 -101.42 20.0 3.1
1005 2018 02 03 23 52 45.260 17.72 -100.22 111.4 1.85
1006 2018 02 04 00 29 39.160 16.74 -100.32 20.0 1.88
1007 2018 02 04 00 50 02.920 16.85 -100.17 5.0 2.59
1008 2018 02 04 01 27 04.920 17.32 -101.42 10.0 2.89
1009 2018 02 04 01 29 09.700 17.32 -101.42 10.0 2.24
1010 2018 02 04 01 40 36.120 17.19 -101.48 13.0 1.87
1011 2018 02 04 01 43 46.120 17.28 -101.54 6.0 2.61
1012 2018 02 04 01 48 04.160 17.19 -101.48 13.0 2.63
1013 2018 02 04 05 27 04.020 17.19 -101.48 13.0 4.3
1014 2018 02 04 05 30 56.380 17.31 -101.5 11.0 2.15
1015 2018 02 04 05 40 28.480 17.28 -101.44 7.0 2.43
1016 2018 02 04 14 11 12.760 17.37 -101.46 4.0 2.43
1017 2018 02 04 18 13 49.760 17.3 -101.04 38.2 1.98
1018 2018 02 04 21 30 04.980 17.64 -101.18 5.0 2.34
1019 2018 02 05 05 02 40.320 16.99 -100.68 5.0 2.12
1020 2018 02 05 06 07 43.260 17.47 -101.61 18.0 2.46
1021 2018 02 05 06 52 07.240 17.47 -101.61 18.0 3.45
1022 2018 02 05 07 31 16.040 16.99 -100.68 5.0 1.37
1023 2018 02 05 09 11 23.500 17.29 -101.24 13.0 3.05
1024 2018 02 05 15 05 16.560 17.09 -100.27 37.5 2.28
1025 2018 02 05 15 47 26.200 16.3 -100.88 16.0 1.63
1026 2018 02 05 19 23 17.120 17.24 -101.04 36.2 1.98
1027 2018 02 06 00 06 14.800 17.61 -101.39 47.6 1.21
1028 2018 02 06 01 17 17.260 17.1 -100.61 7.0 2.56
1029 2018 02 06 12 07 07.100 16.46 -100.71 17.0 1.7
1030 2018 02 06 21 39 06.020 16.21 -100.86 17.4 2.66
1031 2018 02 06 22 05 20.760 16.27 -100.86 19.4 2.49
1032 2018 02 06 22 53 49.660 16.3 -100.88 16.0 1.86
1033 2018 02 06 23 22 53.500 16.3 -100.88 16.0 1.99
1034 2018 02 07 00 21 44.280 16.3 -100.88 16.0 1.75
1035 2018 02 07 01 54 24.320 16.94 -100.14 5.0 3.83
1036 2018 02 07 01 55 32.380 16.26 -100.91 16.3 2.64
1037 2018 02 07 04 18 34.600 17.62 -101.4 44.0 3.49
1038 2018 02 07 06 12 12.680 17.26 -101.51 33.0 2.62
1039 2018 02 07 11 15 56.360 17.25 -101.39 9.0 2.94
1040 2018 02 07 14 37 03.040 17.32 -101.55 9.0 2.34
1041 2018 02 07 17 26 04.080 17.36 -101.43 25.1 2.91
1042 2018 02 07 18 44 28.440 17.0 -100.17 45.0 3.02
1043 2018 02 07 22 28 37.380 16.98 -100.44 17.0 2.21
1044 2018 02 07 23 22 25.460 16.77 -101.78 16.0 2.3
1045 2018 02 08 02 54 48.760 17.24 -101.17 46.3 1.9
1046 2018 02 08 04 21 57.780 16.3 -100.88 16.0 2.0
1047 2018 02 08 04 51 34.660 16.26 -100.91 16.3 2.82
1048 2018 02 08 17 41 22.580 17.31 -100.78 10.0 2.4
1049 2018 02 08 19 37 49.520 16.3 -100.88 16.0 1.97
1050 2018 02 08 19 59 15.880 16.9 -100.34 18.0 2.54
1051 2018 02 08 22 32 17.480 16.3 -100.88 16.0 2.25
1052 2018 02 09 02 25 29.620 17.47 -101.61 18.0 2.38
1053 2018 02 09 02 32 02.860 16.92 -100.05 27.4 3.46
1054 2018 02 09 16 23 41.300 16.94 -100.41 17.0 2.73
1055 2018 02 10 19 22 44.620 17.31 -101.21 16.0 2.2
1056 2018 02 10 22 10 46.980 17.32 -101.3 10.0 2.0
1057 2018 02 10 22 47 46.060 16.81 -100.06 8.0 2.06
1058 2018 02 11 02 41 08.840 16.91 -100.27 15.0 1.72
1059 2018 02 11 03 15 09.540 17.26 -100.53 49.0 2.13
1060 2018 02 11 06 09 30.260 16.95 -100.52 6.0 3.71
1061 2018 02 11 09 42 32.820 16.9 -100.17 28.0 2.67
1062 2018 02 11 10 09 39.140 17.5 -101.64 18.0 2.39
1063 2018 02 11 13 03 20.380 16.3 -100.88 16.0 1.79
1064 2018 02 11 16 15 21.660 17.16 -100.93 18.6 1.65
1065 2018 02 11 17 49 04.600 16.89 -100.41 5.0 2.14
1066 2018 02 12 01 32 14.180 17.36 -101.48 23.3 3.02
1067 2018 02 12 05 40 06.960 17.74 -101.41 49.6 1.76
1068 2018 02 12 11 30 07.980 16.88 -100.24 8.0 2.67
1069 2018 02 12 18 13 46.200 16.82 -100.0 7.4 3.24
1070 2018 02 12 19 43 10.440 16.85 -100.17 5.0 3.18
1071 2018 02 13 01 01 52.040 17.38 -101.64 7.0 2.5
1072 2018 02 13 04 48 59.420 16.3 -100.88 16.0 1.91
1073 2018 02 13 06 50 27.620 17.26 -100.53 49.0 2.26
1074 2018 02 13 07 15 05.160 16.85 -100.17 5.0 2.64
1075 2018 02 13 07 38 38.520 17.41 -101.48 13.7 2.92
1076 2018 02 14 05 18 05.780 16.3 -100.88 16.0 2.39
1077 2018 02 14 10 28 28.660 16.3 -100.88 16.0 1.92
1078 2018 02 14 12 54 11.440 16.87 -100.43 26.0 2.45
1079 2018 02 14 15 56 46.140 16.97 -100.47 12.5 3.02
1080 2018 02 14 17 42 25.800 16.88 -100.34 4.0 2.28
1081 2018 02 14 19 12 46.120 17.24 -101.17 46.3 1.98
1082 2018 02 14 21 40 18.180 17.27 -101.01 38.2 1.99
1083 2018 02 15 03 51 40.420 17.24 -101.17 46.3 2.05
1084 2018 02 15 06 18 03.480 16.3 -100.88 16.0 1.99
1085 2018 02 15 11 00 14.660 17.24 -101.17 46.3 3.14
1086 2018 02 15 13 47 52.160 16.81 -100.22 6.0 3.48
1087 2018 02 15 16 53 10.480 16.93 -100.42 11.0 2.77
1088 2018 02 15 17 25 19.060 16.93 -100.42 11.0 2.78
1089 2018 02 16 00 34 17.020 17.15 -101.36 12.0 1.29
1090 2018 02 16 05 37 36.880 16.27 -100.86 19.4 2.73
1091 2018 02 16 09 02 21.100 17.42 -100.96 10.0 1.74
1092 2018 02 16 12 20 35.920 17.15 -101.36 12.0 1.13
1093 2018 02 16 14 14 38.240 17.47 -101.61 18.0 3.08
1094 2018 02 16 22 49 02.100 17.07 -100.63 5.8 1.98
1095 2018 02 16 22 56 01.600 17.01 -100.09 -1.0 2.79
1096 2018 02 17 04 27 56.780 16.9 -100.45 11.0 3.31
1097 2018 02 17 08 00 24.360 17.29 -101.29 16.0 2.05
1098 2018 02 17 08 24 55.440 17.52 -101.32 37.1 2.07
1099 2018 02 17 08 47 19.580 16.3 -100.88 16.0 1.92
1100 2018 02 17 09 18 33.440 17.32 -100.82 51.7 2.38
1101 2018 02 17 19 00 47.680 17.24 -101.17 42.3 2.21
1102 2018 02 18 04 56 20.180 16.3 -100.88 16.0 1.73
1103 2018 02 18 07 24 51.660 16.96 -100.36 7.0 2.49
1104 2018 02 18 09 11 37.060 17.21 -100.42 21.0 1.83
1105 2018 02 18 10 06 55.160 17.4 -101.44 27.0 2.36
1106 2018 02 18 10 39 43.720 17.31 -101.21 16.0 2.3
1107 2018 02 18 15 24 37.020 17.09 -100.23 46.0 2.72
1108 2018 02 19 11 27 26.860 17.11 -100.41 40.0 2.53
1109 2018 02 19 11 41 45.620 16.8 -100.29 26.0 2.46
1110 2018 02 19 15 46 11.340 17.0 -100.69 3.0 3.49
1111 2018 02 19 21 35 17.440 17.24 -101.17 46.3 1.88
1112 2018 02 20 00 22 40.900 16.56 -100.36 2.0 0.83
1113 2018 02 20 02 20 49.280 17.1 -100.39 44.8 2.38
1114 2018 02 20 03 50 24.820 16.99 -100.68 5.0 2.08
1115 2018 02 20 07 52 38.860 17.26 -101.02 7.0 1.99
1116 2018 02 20 11 42 22.780 16.88 -100.24 8.0 3.02
1117 2018 02 20 12 01 04.920 17.28 -101.12 16.0 2.74
1118 2018 02 20 16 38 15.420 17.22 -101.12 18.0 1.78
1119 2018 02 20 18 10 28.220 17.6 -101.59 38.0 3.48
1120 2018 02 20 20 34 17.600 16.85 -100.17 5.0 2.84
1121 2018 02 21 12 28 35.900 16.79 -101.3 16.0 3.33
1122 2018 02 21 18 36 39.300 17.18 -101.17 44.3 1.67
1123 2018 02 21 23 53 31.540 17.72 -100.22 111.4 1.6
1124 2018 02 22 00 04 29.780 16.87 -100.04 2.0 0.31
1125 2018 02 22 02 16 03.460 17.26 -101.51 33.0 2.04
1126 2018 02 22 07 06 05.880 17.24 -101.04 36.2 2.04
1127 2018 02 22 08 14 04.420 16.97 -100.47 12.5 2.46
1128 2018 02 22 09 44 21.080 17.41 -101.73 4.2 2.61
1129 2018 02 22 13 43 47.780 17.01 -101.6 16.0 2.28
1130 2018 02 22 18 50 26.900 17.44 -101.51 8.8 2.39
1131 2018 02 22 21 31 32.600 17.17 -100.39 40.0 2.29
1132 2018 02 22 21 57 27.920 17.46 -101.51 40.5 2.23
1133 2018 02 22 22 36 56.900 17.3 -101.51 3.4 2.45
1134 2018 02 22 22 56 36.360 17.32 -101.24 2.0 1.56
1135 2018 02 23 04 14 13.240 17.32 -101.24 2.0 1.85
1136 2018 02 23 11 33 03.440 17.22 -101.84 15.0 2.47
1137 2018 02 23 11 47 18.600 17.75 -101.53 50.0 2.03
1138 2018 02 23 11 52 37.280 17.22 -101.12 18.0 1.71
1139 2018 02 23 12 47 10.740 16.85 -100.02 7.0 3.18
1140 2018 02 23 13 13 02.260 17.31 -101.47 9.0 1.96
1141 2018 02 23 20 24 32.560 16.85 -101.66 20.0 2.58
1142 2018 02 23 21 37 49.940 17.17 -100.39 40.0 2.67
1143 2018 02 24 00 35 44.200 17.13 -100.1 49.0 2.16
1144 2018 02 24 00 41 27.380 17.16 -101.0 16.0 2.08
1145 2018 02 24 01 22 37.660 17.32 -100.14 13.0 2.55
1146 2018 02 24 07 56 49.580 17.64 -101.18 5.0 2.44
1147 2018 02 24 16 50 25.480 17.24 -101.04 36.2 2.27
1148 2018 02 24 22 52 51.920 17.45 -101.33 10.0 2.01
1149 2018 02 25 05 05 24.820 17.18 -101.1 34.2 1.97
1150 2018 02 25 05 57 00.720 16.92 -99.96 21.4 3.5
1151 2018 02 25 18 49 30.300 17.31 -101.21 16.0 2.77
1152 2018 02 25 19 44 14.420 17.22 -101.12 18.0 1.74
1153 2018 02 25 21 58 33.680 17.32 -101.58 1.0 3.12
1154 2018 02 26 12 52 11.440 17.3 -101.04 38.2 2.24
1155 2018 02 26 17 13 41.460 17.17 -100.93 28.0 2.18
1156 2018 02 27 01 26 37.120 17.33 -101.55 5.0 2.42
1157 2018 02 27 03 28 10.060 17.22 -101.12 18.0 1.9
1158 2018 02 27 17 31 57.940 17.26 -101.51 33.0 3.59
1159 2018 02 27 22 29 35.160 17.26 -101.51 33.0 2.5
1160 2018 02 28 07 28 55.580 16.92 -100.25 19.0 2.99
1161 2018 02 28 09 03 07.480 17.54 -101.57 38.9 2.86
1162 2018 02 28 13 14 57.360 16.92 -100.25 19.0 2.92
1163 2018 02 28 15 31 35.960 16.92 -100.25 19.0 3.05
1164 2018 02 28 16 27 24.280 16.85 -101.63 18.0 2.62
1165 2018 02 28 18 35 58.520 16.87 -100.06 5.0 2.01
1166 2018 03 02 05 02 51.600 17.3 -101.35 19.0 1.92
1167 2018 03 02 11 39 05.740 17.19 -100.87 10.0 2.71
1168 2018 03 02 22 31 27.560 17.1 -100.39 44.8 2.44
1169 2018 03 02 22 31 53.660 17.17 -100.39 40.0 2.52
1170 2018 03 03 00 55 02.860 17.32 -101.58 5.0 2.69
1171 2018 03 03 05 07 09.860 16.91 -100.5 26.0 2.77
1172 2018 03 03 10 30 11.880 16.92 -100.25 19.0 3.09
1173 2018 03 03 10 31 31.960 16.92 -100.25 19.0 2.72
1174 2018 03 03 14 48 03.100 16.85 -101.69 16.0 1.86
1175 2018 03 03 15 36 57.600 16.93 -100.98 17.0 2.23
1176 2018 03 03 21 41 31.300 16.93 -100.37 24.0 2.76
1177 2018 03 04 01 18 31.180 16.3 -100.88 16.0 2.03
1178 2018 03 04 02 33 24.960 17.28 -101.09 20.0 1.8
1179 2018 03 04 10 18 46.980 17.35 -101.61 1.0 2.59
1180 2018 03 04 10 44 17.680 17.33 -101.06 43.0 2.36
1181 2018 03 04 17 16 58.280 16.88 -100.21 5.0 1.68
1182 2018 03 04 23 58 09.660 16.9 -100.36 9.6 -0.23
1183 2018 03 05 02 16 16.640 17.34 -100.9 46.0 2.29
1184 2018 03 05 15 24 58.680 17.32 -101.24 2.0 1.82
1185 2018 03 05 15 41 26.920 17.11 -100.48 32.0 3.69
1186 2018 03 05 17 04 34.560 16.99 -100.68 5.0 1.69
1187 2018 03 05 18 53 14.640 17.06 -100.63 6.7 3.1
1188 2018 03 05 19 06 21.400 16.92 -100.25 19.0 2.94
1189 2018 03 06 03 52 58.640 17.13 -100.86 43.0 2.99
1190 2018 03 06 05 15 22.220 17.23 -101.03 10.0 1.32
1191 2018 03 06 06 13 47.100 17.29 -101.31 14.0 2.7
1192 2018 03 06 08 13 18.740 17.08 -101.26 18.1 1.92
1193 2018 03 06 09 21 48.460 16.26 -100.82 15.0 2.92
1194 2018 03 06 11 27 00.920 17.51 -101.51 34.9 3.16
1195 2018 03 06 16 42 29.540 16.91 -100.5 26.0 2.72
1196 2018 03 06 17 57 01.040 16.3 -100.88 16.0 1.83
1197 2018 03 06 18 20 44.160 17.32 -101.38 36.0 2.25
1198 2018 03 06 19 50 31.360 17.23 -101.15 14.0 2.66
1199 2018 03 06 23 57 27.220 16.91 -100.24 12.0 -0.49
1200 2018 03 07 00 13 38.920 16.93 -100.2 7.0 1.2
1201 2018 03 07 02 49 16.080 17.16 -100.37 38.2 2.48
1202 2018 03 07 04 54 48.260 17.35 -101.67 5.0 2.37
1203 2018 03 07 06 04 03.520 17.35 -101.67 5.0 2.08
1204 2018 03 07 06 10 52.120 17.35 -101.67 5.0 2.2
1205 2018 03 07 07 02 04.620 17.35 -101.67 5.0 2.3
1206 2018 03 07 07 53 30.440 17.35 -101.67 5.0 2.23
1207 2018 03 07 19 48 05.940 16.26 -100.82 15.0 2.43
1208 2018 03 08 03 00 42.860 17.32 -101.32 9.0 2.31
1209 2018 03 08 05 13 36.240 16.47 -100.93 16.0 1.81
1210 2018 03 08 08 24 17.440 17.08 -101.02 14.7 1.97
1211 2018 03 08 12 49 12.400 17.39 -101.74 5.0 2.75
1212 2018 03 08 14 11 54.540 17.39 -101.74 5.0 2.77
1213 2018 03 08 15 07 33.860 17.39 -101.74 5.0 2.75
1214 2018 03 08 15 19 49.100 17.31 -101.83 12.0 3.25
1215 2018 03 09 08 53 31.360 16.82 -101.62 18.1 2.13
1216 2018 03 10 04 38 23.480 17.0 -100.0 5.0 2.69
1217 2018 03 10 09 03 02.100 16.98 -100.18 26.3 2.93
1218 2018 03 10 11 10 53.960 17.24 -101.04 36.2 1.96
