 dia mes anio hora min sec latitud longitud prof mag
404 2017 12 12 16 02 06.260 16.26 -100.91 16.3 1.74
405 2017 12 12 17 28 19.620 17.1 -100.39 44.8 2.23
406 2017 12 12 18 10 47.440 16.3 -100.77 10.0 1.99
407 2017 12 12 19 13 26.680 16.95 -100.05 5.0 3.02
408 2017 12 12 19 21 30.400 16.3 -100.88 16.0 1.85
409 2017 12 12 20 43 48.520 16.3 -100.77 10.0 2.57
410 2017 12 12 20 47 12.540 16.3 -100.77 10.0 1.88
411 2017 12 12 20 48 31.120 16.3 -100.77 10.0 1.84
412 2017 12 12 20 49 20.820 16.3 -100.77 10.0 1.91
413 2017 12 12 20 51 15.820 16.3 -100.77 10.0 2.08
414 2017 12 12 20 53 47.500 16.3 -100.77 10.0 1.92
415 2017 12 12 20 54 21.760 16.83 -101.58 16.1 2.63
416 2017 12 12 20 56 22.200 16.3 -100.77 10.0 2.51
417 2017 12 12 20 58 12.600 16.3 -100.77 10.0 1.82
418 2017 12 13 01 28 02.320 17.04 -100.38 9.7 2.3
419 2017 12 13 01 54 23.680 17.24 -101.04 36.2 2.0
420 2017 12 13 02 15 44.100 17.24 -101.04 36.2 1.99
421 2017 12 13 02 42 33.360 16.85 -101.75 14.0 2.14
422 2017 12 13 03 03 10.400 16.3 -100.77 10.0 1.89
423 2017 12 13 03 32 35.460 16.99 -100.83 5.0 2.14
424 2017 12 13 04 50 25.940 17.15 -100.76 13.3 1.99
425 2017 12 13 05 16 44.780 16.99 -100.83 5.0 2.62
426 2017 12 13 05 17 02.300 16.99 -100.83 5.0 2.02
427 2017 12 13 05 36 35.900 16.99 -100.83 5.0 2.78
428 2017 12 13 05 52 00.460 16.88 -101.56 48.6 2.36
429 2017 12 13 06 26 10.240 16.99 -100.83 5.0 1.9
430 2017 12 13 08 28 12.720 17.26 -101.02 5.0 2.3
431 2017 12 13 08 51 27.280 16.88 -100.24 8.0 2.55
432 2017 12 13 08 57 20.340 16.88 -100.24 8.0 2.41
433 2017 12 13 09 08 25.420 16.26 -100.91 16.3 1.79
434 2017 12 13 10 14 45.280 17.17 -100.93 28.0 3.4
435 2017 12 13 11 50 11.600 16.99 -100.83 5.0 2.06
436 2017 12 13 14 01 20.900 16.26 -100.91 16.3 1.67
437 2017 12 13 14 21 30.560 16.2 -100.94 12.3 1.59
438 2017 12 13 14 26 14.120 16.26 -100.91 16.3 1.73
439 2017 12 13 14 45 34.000 17.36 -100.02 40.5 3.26
440 2017 12 13 15 11 18.620 16.26 -100.91 16.3 1.72
441 2017 12 13 15 18 35.780 17.26 -101.02 5.0 1.78
442 2017 12 13 17 19 15.160 16.26 -100.91 16.3 1.71
443 2017 12 13 18 45 31.820 17.33 -101.55 5.0 2.55
444 2017 12 13 19 41 58.560 16.3 -100.88 16.0 2.05
445 2017 12 13 20 02 47.780 16.7 -101.27 17.1 1.91
446 2017 12 13 21 58 41.740 16.7 -101.3 21.1 1.58
447 2017 12 13 23 53 50.740 17.72 -100.22 111.4 1.42
448 2017 12 14 00 20 03.040 17.63 -101.62 36.0 1.91
449 2017 12 14 00 47 23.820 16.3 -100.88 16.0 1.6
450 2017 12 14 03 19 00.900 16.3 -100.77 10.0 2.4
451 2017 12 14 04 14 48.600 16.3 -100.77 10.0 1.85
452 2017 12 14 05 50 01.540 17.28 -100.29 47.5 1.79
453 2017 12 14 07 58 55.160 16.99 -100.83 5.0 2.74
454 2017 12 14 07 59 25.240 16.99 -100.83 5.0 2.32
455 2017 12 14 10 11 46.220 17.62 -101.76 10.0 1.88
456 2017 12 14 11 13 01.820 17.26 -101.02 5.0 2.1
457 2017 12 14 12 09 07.660 16.87 -100.04 2.0 2.39
458 2017 12 14 14 01 28.700 16.3 -100.88 16.0 1.76
459 2017 12 14 14 07 57.140 17.33 -101.55 5.0 2.46
460 2017 12 14 14 32 26.880 17.22 -101.12 18.0 2.01
461 2017 12 14 15 01 18.300 17.32 -101.58 5.0 2.32
462 2017 12 14 15 06 44.980 16.92 -100.02 27.4 3.6
463 2017 12 14 15 15 01.600 16.3 -100.77 10.0 3.09
464 2017 12 14 15 18 38.180 16.3 -100.77 10.0 2.29
465 2017 12 14 16 58 11.780 17.3 -101.35 19.0 2.97
466 2017 12 14 17 41 37.940 17.24 -101.04 36.2 1.86
467 2017 12 14 18 09 41.260 17.57 -101.96 18.0 3.9
468 2017 12 14 19 09 35.040 17.25 -101.42 20.0 1.28
469 2017 12 14 19 09 46.760 17.25 -101.42 20.0 1.35
470 2017 12 14 23 05 43.420 16.3 -100.77 10.0 3.39
471 2017 12 14 23 13 44.660 16.67 -101.3 19.1 1.58
472 2017 12 15 00 56 25.540 16.3 -100.88 16.0 1.91
473 2017 12 15 12 22 35.300 17.01 -100.4 21.2 2.39
474 2017 12 15 12 41 48.660 17.24 -101.04 36.2 1.92
475 2017 12 15 14 33 47.260 17.24 -101.04 36.2 2.12
476 2017 12 15 15 46 15.800 16.26 -100.91 16.3 1.79
477 2017 12 15 20 23 29.740 17.18 -100.27 34.0 2.43
478 2017 12 15 21 38 27.300 16.98 -100.06 5.0 2.92
479 2017 12 15 21 42 50.860 16.98 -100.06 5.0 2.74
480 2017 12 15 21 43 20.480 17.24 -101.04 36.2 1.75
481 2017 12 15 21 44 26.840 16.98 -100.06 5.0 2.72
482 2017 12 15 21 55 32.560 16.98 -100.06 5.0 2.81
483 2017 12 15 22 04 51.780 17.6 -101.6 38.9 2.59
484 2017 12 15 23 19 06.080 17.59 -101.41 24.0 2.21
485 2017 12 15 23 20 22.400 17.6 -101.38 47.4 2.67
486 2017 12 15 23 20 35.200 17.59 -101.41 20.0 1.52
487 2017 12 15 23 27 17.560 17.59 -101.41 16.0 1.56
488 2017 12 15 23 30 53.080 17.57 -101.28 30.2 2.87
489 2017 12 15 23 36 15.760 17.59 -101.41 20.0 2.02
490 2017 12 15 23 37 28.620 17.52 -101.32 37.1 1.77
491 2017 12 15 23 38 35.920 17.53 -101.34 44.3 0.67
492 2017 12 15 23 39 00.960 17.59 -101.41 20.0 1.24
493 2017 12 15 23 39 29.340 17.57 -101.28 30.2 2.76
494 2017 12 15 23 45 12.280 17.58 -101.22 10.0 1.79
495 2017 12 15 23 48 36.220 17.6 -101.38 47.4 1.29
496 2017 12 15 23 54 33.780 17.6 -101.38 47.4 0.46
497 2017 12 15 23 56 58.520 17.59 -101.41 20.0 -0.14
498 2017 12 16 00 18 37.500 17.59 -101.41 20.0 1.15
499 2017 12 16 00 28 20.040 17.52 -101.32 37.1 2.01
500 2017 12 16 01 17 01.600 17.52 -101.32 37.1 2.46
501 2017 12 16 01 17 58.560 17.52 -101.32 37.1 2.1
502 2017 12 16 01 44 45.160 17.59 -101.41 16.0 1.86
503 2017 12 16 02 07 25.420 17.52 -101.32 37.1 2.71
504 2017 12 16 02 25 12.800 17.47 -101.22 20.0 1.69
505 2017 12 16 03 17 51.540 17.6 -101.38 47.4 3.22
506 2017 12 16 03 52 59.220 17.59 -101.41 20.0 1.49
507 2017 12 16 04 07 30.020 17.59 -101.41 20.0 4.1
508 2017 12 16 04 14 03.160 17.59 -101.41 20.0 2.15
509 2017 12 16 04 36 21.160 17.52 -101.32 37.1 1.89
510 2017 12 16 05 09 48.940 17.57 -101.28 30.2 3.09
511 2017 12 16 05 29 14.080 17.21 -101.14 42.3 1.87
512 2017 12 16 05 58 01.500 17.28 -101.21 12.0 2.53
513 2017 12 16 06 04 30.240 17.61 -101.37 43.2 3.48
514 2017 12 16 06 32 54.360 16.3 -100.77 10.0 1.9
515 2017 12 16 07 17 15.680 16.96 -100.4 20.0 1.98
516 2017 12 16 07 19 38.100 16.96 -100.4 20.0 1.72
517 2017 12 16 07 25 08.420 16.97 -100.53 8.6 1.12
518 2017 12 16 07 29 34.760 16.97 -100.53 8.6 1.28
519 2017 12 16 09 04 14.520 16.96 -100.53 8.3 1.36
520 2017 12 16 09 12 18.500 17.59 -101.41 24.0 2.28
521 2017 12 16 09 17 13.020 17.59 -101.41 20.0 1.84
522 2017 12 16 10 05 48.040 17.58 -101.22 10.0 3.23
523 2017 12 16 11 56 39.480 17.1 -100.15 5.0 2.02
524 2017 12 16 12 01 39.540 17.1 -100.15 5.0 1.87
525 2017 12 16 12 21 13.720 16.96 -100.53 8.3 1.56
526 2017 12 16 13 10 33.840 17.41 -101.48 13.7 2.95
527 2017 12 16 13 54 47.320 17.24 -101.17 46.3 2.26
528 2017 12 16 14 44 52.580 16.26 -100.91 16.3 1.9
529 2017 12 16 17 24 12.060 16.3 -100.77 10.0 2.29
530 2017 12 16 17 53 00.260 16.3 -100.88 16.0 1.85
531 2017 12 16 18 30 38.680 16.26 -100.91 16.3 1.98
532 2017 12 16 19 38 05.120 16.3 -100.88 16.0 1.82
533 2017 12 16 20 43 55.020 17.64 -101.18 5.0 2.27
534 2017 12 16 20 45 26.260 17.24 -101.04 36.2 1.92
535 2017 12 16 22 32 08.800 17.24 -101.04 36.2 1.8
536 2017 12 16 22 33 13.220 17.64 -101.18 5.0 2.16
537 2017 12 16 23 51 58.200 17.16 -100.93 18.6 0.99
538 2017 12 17 00 22 16.540 16.3 -100.77 10.0 1.11
539 2017 12 17 01 39 13.260 17.59 -101.41 20.0 1.72
540 2017 12 17 04 01 50.080 16.3 -100.88 16.0 1.87
541 2017 12 17 05 20 40.940 16.2 -100.94 12.3 1.79
542 2017 12 17 05 25 41.640 16.2 -100.94 12.3 1.99
543 2017 12 17 08 08 39.420 16.26 -100.91 16.3 1.64
544 2017 12 17 08 26 52.660 17.47 -101.48 11.7 2.67
545 2017 12 17 09 03 33.020 17.24 -101.6 10.0 3.8
546 2017 12 17 14 31 53.100 16.26 -100.91 16.3 1.83
547 2017 12 17 15 15 01.700 16.3 -100.88 16.0 2.23
548 2017 12 17 16 34 54.480 16.67 -101.3 17.1 1.49
549 2017 12 17 16 36 25.420 16.67 -101.3 17.1 1.44
550 2017 12 17 18 34 27.500 16.27 -100.86 19.4 2.47
551 2017 12 17 19 03 11.640 16.3 -100.77 10.0 2.05
552 2017 12 17 19 24 41.980 16.26 -100.91 16.3 1.85
553 2017 12 17 19 27 36.080 17.25 -101.39 10.0 2.1
554 2017 12 17 19 44 57.500 17.25 -101.39 10.0 3.03
555 2017 12 17 19 50 51.000 17.28 -101.09 36.0 1.36
556 2017 12 17 20 47 25.020 17.6 -101.38 47.4 3.5
557 2017 12 17 20 54 47.540 16.3 -100.82 18.0 2.09
558 2017 12 17 21 21 40.500 17.23 -101.47 16.1 2.54
559 2017 12 17 21 25 11.920 16.67 -101.3 17.1 2.48
560 2017 12 17 21 43 47.480 16.67 -101.3 17.1 2.26
561 2017 12 17 23 02 01.280 17.18 -101.07 36.2 2.44
562 2017 12 18 01 46 35.240 17.3 -101.43 20.0 2.35
563 2017 12 18 04 39 51.340 17.33 -101.55 5.0 2.53
564 2017 12 18 05 09 28.540 17.39 -101.58 9.0 2.55
565 2017 12 18 05 48 17.140 17.33 -101.55 5.0 2.41
566 2017 12 18 08 17 07.100 16.3 -100.77 10.0 1.85
567 2017 12 18 09 56 26.580 17.64 -101.18 5.0 2.76
568 2017 12 18 13 06 28.760 16.86 -100.47 10.0 2.29
569 2017 12 18 14 09 36.460 16.26 -100.91 16.3 1.7
570 2017 12 18 15 57 25.420 16.7 -101.27 17.1 1.98
571 2017 12 18 17 57 58.080 16.3 -100.77 10.0 1.92
572 2017 12 18 18 12 15.300 16.67 -101.3 19.1 1.68
573 2017 12 18 18 17 31.180 17.58 -101.22 10.0 2.81
574 2017 12 18 18 26 47.060 16.3 -100.88 16.0 2.16
575 2017 12 18 19 11 21.540 16.86 -100.47 10.0 2.42
576 2017 12 18 20 18 19.980 16.3 -100.77 10.0 1.92
577 2017 12 19 03 20 00.920 16.3 -100.88 16.0 1.76
578 2017 12 19 03 36 35.220 16.86 -100.47 10.0 2.58
579 2017 12 19 03 51 41.600 16.27 -100.86 19.4 2.08
580 2017 12 19 05 16 15.080 17.28 -101.09 36.0 1.34
581 2017 12 19 08 13 17.980 17.29 -101.0 14.0 1.66
582 2017 12 19 09 55 12.000 16.86 -100.47 10.0 2.62
583 2017 12 19 10 33 17.160 17.24 -101.04 36.2 1.86
584 2017 12 19 14 56 16.560 17.21 -101.1 40.2 2.72
585 2017 12 19 20 39 49.500 16.27 -100.86 19.4 2.29
586 2017 12 19 20 47 32.120 17.59 -101.37 43.5 2.43
587 2017 12 19 23 33 46.720 17.2 -100.9 24.0 1.64
588 2017 12 20 01 51 34.820 16.9 -100.43 3.0 1.62
589 2017 12 20 06 53 45.480 17.74 -101.41 49.6 3.81
590 2017 12 20 07 12 58.240 17.75 -101.35 58.0 2.39
591 2017 12 20 07 47 08.340 16.26 -100.91 16.3 1.79
592 2017 12 20 07 50 23.980 16.3 -100.88 16.0 1.72
593 2017 12 20 08 10 01.760 16.3 -100.88 16.0 1.95
594 2017 12 20 09 01 21.960 16.27 -100.86 19.4 3.34
595 2017 12 20 09 02 18.440 16.95 -100.52 7.3 3.09
596 2017 12 20 09 03 29.140 16.9 -100.49 8.7 3.48
597 2017 12 20 09 03 59.440 16.95 -100.52 7.3 3.32
598 2017 12 20 09 05 32.200 16.9 -100.49 8.7 3.26
599 2017 12 20 09 07 01.120 16.9 -100.49 8.7 2.22
600 2017 12 20 09 18 54.520 16.27 -100.86 19.4 2.38
601 2017 12 20 09 24 56.100 16.97 -100.53 8.6 2.56
602 2017 12 20 09 27 12.040 16.95 -100.52 6.0 2.82
603 2017 12 20 09 29 52.280 16.95 -100.52 7.3 2.21
604 2017 12 20 09 53 12.520 16.94 -100.52 6.5 1.84
605 2017 12 20 10 01 51.740 16.98 -100.52 6.1 3.07
606 2017 12 20 10 20 53.140 16.94 -100.52 6.5 2.28
607 2017 12 20 10 45 00.120 16.36 -100.94 18.0 2.0
608 2017 12 20 10 48 30.480 16.36 -100.94 18.0 2.3
609 2017 12 20 11 00 57.040 16.26 -100.91 16.3 2.21
610 2017 12 20 11 14 48.880 16.98 -100.52 6.1 2.99
611 2017 12 20 12 11 15.340 16.86 -100.11 4.1 1.81
612 2017 12 20 12 29 12.380 16.9 -100.49 8.7 2.11
613 2017 12 20 12 30 47.360 16.9 -100.49 8.7 1.83
614 2017 12 20 12 43 58.880 17.75 -101.5 35.9 1.27
615 2017 12 20 13 06 01.820 16.3 -100.88 16.0 1.75
616 2017 12 20 13 06 19.960 16.26 -100.91 16.3 1.95
617 2017 12 20 14 06 10.860 16.26 -100.91 16.3 1.9
618 2017 12 20 14 12 38.180 16.9 -100.49 8.7 2.15
619 2017 12 20 14 14 17.660 16.9 -100.49 8.7 1.76
620 2017 12 20 14 52 18.560 17.44 -101.51 6.8 1.94
621 2017 12 20 16 38 29.660 16.26 -100.91 16.3 1.99
622 2017 12 20 17 05 45.500 16.26 -100.91 16.3 2.06
623 2017 12 20 21 29 24.120 17.01 -100.4 21.2 2.01
624 2017 12 21 00 13 42.220 17.44 -101.53 27.3 1.74
625 2017 12 21 00 56 20.060 16.2 -100.91 14.3 2.2
626 2017 12 21 04 24 41.120 17.27 -101.17 50.3 1.82
627 2017 12 21 08 50 25.580 17.24 -101.17 46.3 1.83
628 2017 12 21 09 31 16.140 17.26 -101.02 5.0 2.33
629 2017 12 21 09 47 58.200 16.88 -100.21 5.0 1.45
630 2017 12 21 10 14 52.760 16.88 -100.21 5.0 1.46
631 2017 12 21 12 33 11.680 16.88 -100.21 5.0 1.82
632 2017 12 21 13 18 01.640 17.68 -101.29 38.1 2.1
633 2017 12 21 13 45 48.380 16.88 -100.21 5.0 1.47
634 2017 12 21 15 08 52.120 17.53 -101.34 44.3 2.04
635 2017 12 21 16 48 06.880 17.04 -100.66 5.7 2.65
636 2017 12 21 17 37 35.560 16.95 -100.52 7.3 2.65
637 2017 12 21 19 25 38.700 17.35 -101.4 15.0 2.73
638 2017 12 21 21 57 36.440 17.53 -101.34 44.3 1.85
639 2017 12 22 01 38 58.640 17.32 -101.07 7.8 1.45
640 2017 12 22 02 18 38.620 16.88 -100.21 5.0 1.31
641 2017 12 22 11 37 33.640 16.2 -100.94 12.3 1.8
642 2017 12 22 11 53 20.080 16.3 -100.88 16.0 1.73
643 2017 12 22 15 56 05.600 17.18 -101.07 36.2 2.4
644 2017 12 22 18 10 45.600 17.59 -101.41 20.0 2.05
645 2017 12 22 19 03 42.400 17.28 -101.13 40.0 2.62
646 2017 12 22 19 39 48.800 16.67 -101.3 17.1 2.52
647 2017 12 22 22 14 41.260 17.75 -101.35 58.0 1.97
648 2017 12 23 07 06 30.880 16.8 -100.68 16.0 2.84
649 2017 12 23 10 32 23.540 17.59 -101.41 20.0 1.84
650 2017 12 23 11 40 18.040 17.07 -100.61 3.0 2.38
651 2017 12 23 11 46 13.680 17.28 -101.33 5.0 2.45
652 2017 12 23 20 04 15.120 17.08 -100.42 52.7 2.73
653 2017 12 24 01 57 16.140 17.31 -101.21 16.0 2.97
654 2017 12 24 10 53 07.940 17.41 -101.48 13.7 2.86
655 2017 12 24 11 32 09.680 16.46 -100.71 17.0 2.61
656 2017 12 24 15 41 43.720 17.75 -101.35 58.0 3.26
657 2017 12 24 19 35 44.760 17.75 -101.35 58.0 1.91
658 2017 12 25 01 25 39.280 16.81 -100.12 5.0 2.0
659 2017 12 25 05 58 27.740 16.84 -100.11 5.0 3.24
660 2017 12 25 06 07 53.660 16.84 -100.11 5.0 3.05
661 2017 12 25 06 33 21.180 16.97 -100.15 35.8 3.14
662 2017 12 25 16 08 43.680 17.24 -101.04 36.2 1.65
663 2017 12 25 16 49 00.260 17.29 -101.29 16.0 1.92
664 2017 12 25 17 05 17.400 16.24 -100.88 14.0 1.75
665 2017 12 25 19 33 49.540 16.26 -100.91 16.3 2.19
666 2017 12 25 21 34 06.480 17.28 -101.09 36.0 1.91
667 2017 12 26 00 18 51.080 17.6 -101.35 46.0 1.96
668 2017 12 26 07 08 14.760 17.18 -100.4 39.3 1.48
669 2017 12 26 08 47 18.840 16.84 -100.46 7.0 1.65
670 2017 12 26 08 47 29.680 17.46 -101.73 4.2 2.51
671 2017 12 26 14 37 50.940 16.26 -100.91 16.3 1.87
672 2017 12 26 17 11 00.220 17.24 -101.04 36.2 2.37
673 2017 12 26 18 25 26.180 17.16 -100.37 38.2 2.32
674 2017 12 26 20 17 15.040 16.8 -100.68 16.0 2.73
675 2017 12 26 21 22 24.180 17.6 -101.35 46.0 2.53
676 2017 12 26 22 52 02.940 17.37 -101.46 4.0 2.71
677 2017 12 27 00 53 43.580 17.24 -101.17 46.3 2.04
678 2017 12 27 03 57 48.040 17.41 -100.83 17.0 1.69
679 2017 12 27 04 14 26.580 17.24 -101.17 46.3 1.83
680 2017 12 27 04 50 29.920 16.3 -100.88 16.0 2.63
681 2017 12 27 04 52 49.520 16.8 -100.68 16.0 2.72
682 2017 12 27 06 53 18.200 17.47 -101.22 20.0 2.74
683 2017 12 27 11 18 48.040 17.24 -100.91 10.0 2.08
684 2017 12 27 14 31 21.660 17.75 -101.35 58.0 2.12
685 2017 12 27 15 18 57.820 17.04 -100.66 5.7 1.68
686 2017 12 27 17 01 03.540 17.3 -101.01 32.2 2.71
687 2017 12 27 19 42 57.420 16.3 -100.88 16.0 1.9
688 2017 12 27 21 34 36.080 17.47 -101.63 8.0 1.85
689 2017 12 28 04 01 51.920 16.3 -100.88 16.0 1.95
690 2017 12 28 05 01 17.800 17.1 -100.39 44.8 2.33
691 2017 12 28 05 10 45.220 16.26 -100.91 16.3 2.26
692 2017 12 28 11 23 33.880 16.97 -100.67 1.0 1.8
693 2017 12 28 18 20 16.920 17.28 -101.1 29.0 1.95
694 2017 12 28 21 07 22.960 17.24 -101.04 36.2 1.86
695 2017 12 28 22 01 04.160 16.4 -100.65 21.0 1.66
696 2017 12 29 02 02 27.760 16.3 -100.88 16.0 1.7
697 2017 12 29 05 27 33.200 16.76 -100.89 16.1 2.9
698 2017 12 29 06 37 33.360 16.76 -100.89 16.1 1.85
699 2017 12 29 07 57 00.360 16.85 -101.59 16.1 2.72
700 2017 12 29 08 32 56.540 17.24 -101.17 44.3 2.17
701 2017 12 29 12 38 13.620 16.76 -100.89 16.1 1.82
702 2017 12 29 15 03 19.760 17.64 -101.18 5.0 3.03
703 2017 12 29 15 58 59.580 17.59 -101.37 43.5 2.52
704 2017 12 30 06 07 06.120 16.88 -100.2 5.0 2.55
705 2017 12 30 07 12 16.920 16.89 -100.23 10.0 2.15
706 2017 12 30 07 40 07.940 16.92 -100.01 5.0 2.69
707 2017 12 30 08 10 16.380 16.3 -100.88 16.0 1.89
708 2017 12 30 11 09 48.120 16.85 -100.22 3.0 3.15
709 2017 12 30 11 35 34.280 17.45 -101.48 29.0 3.11
710 2017 12 30 14 59 37.200 17.65 -101.27 48.1 1.37
711 2017 12 30 16 16 39.460 17.27 -101.17 50.3 2.02
712 2017 12 30 18 44 01.420 17.32 -101.24 0.0 1.88
713 2017 12 30 22 16 20.780 17.07 -100.0 29.0 3.42
714 2017 12 31 00 40 41.120 16.88 -100.2 5.0 2.19
715 2017 12 31 13 37 01.400 17.22 -101.12 18.0 2.44
716 2017 12 31 22 41 42.460 17.19 -100.35 5.0 2.13
717 2017 12 31 23 49 58.180 17.24 -101.17 46.3 0.63
718 2018 01 01 03 49 04.860 17.24 -101.04 36.2 3.27
719 2018 01 01 14 04 38.460 17.24 -101.04 36.2 2.92
720 2018 01 01 14 07 29.820 17.24 -101.04 36.2 2.12
721 2018 01 01 14 09 07.880 17.24 -101.04 36.2 1.77
722 2018 01 02 00 24 44.800 17.24 -101.04 36.2 1.38
723 2018 01 02 00 50 14.720 17.72 -101.67 32.1 2.65
724 2018 01 02 01 54 05.720 17.24 -101.04 36.2 1.79
725 2018 01 02 03 53 22.500 17.24 -100.91 10.0 2.6
726 2018 01 02 17 54 24.160 17.22 -101.12 18.0 1.94
727 2018 01 02 21 33 48.300 16.3 -100.88 16.0 2.0
728 2018 01 02 23 32 37.680 17.24 -101.07 36.2 1.57
729 2018 01 03 03 46 44.960 16.84 -100.37 9.0 2.98
730 2018 01 03 05 31 10.960 16.84 -100.43 5.0 2.02
731 2018 01 03 07 13 03.820 17.68 -100.99 5.0 2.79
732 2018 01 03 07 35 57.440 16.95 -100.52 6.0 2.97
733 2018 01 03 16 52 40.660 17.29 -101.31 14.0 2.45
734 2018 01 03 20 50 57.000 17.33 -101.55 5.0 2.19
735 2018 01 04 00 47 53.480 16.84 -100.14 10.5 2.88
736 2018 01 04 02 01 41.440 16.58 -100.37 4.3 2.34
737 2018 01 04 03 51 32.220 16.8 -100.68 16.0 2.05
738 2018 01 04 05 50 55.780 17.16 -100.93 18.6 1.78
739 2018 01 04 09 30 04.760 16.83 -100.03 3.0 3.33
740 2018 01 04 09 54 12.840 17.15 -101.36 12.0 1.57
741 2018 01 04 15 32 47.000 17.24 -101.04 36.2 1.67
742 2018 01 05 01 31 07.980 16.9 -100.34 18.0 3.23
743 2018 01 05 01 56 28.020 17.39 -101.45 33.4 2.41
744 2018 01 05 06 40 16.120 15.77 -100.01 1.0 3.9
745 2018 01 05 15 27 34.720 17.35 -101.34 7.4 2.15
746 2018 01 05 22 45 39.920 17.43 -101.59 12.2 2.64
747 2018 01 06 04 35 08.260 17.37 -101.46 4.0 2.57
748 2018 01 06 09 08 18.180 16.3 -100.88 16.0 1.77
749 2018 01 06 10 34 28.640 16.81 -100.25 5.0 3.18
750 2018 01 06 10 34 52.480 17.41 -101.48 13.7 2.53
751 2018 01 06 11 11 22.520 17.43 -101.59 12.2 2.82
752 2018 01 06 14 48 56.580 17.24 -101.17 46.3 1.98
753 2018 01 07 08 22 13.560 17.42 -101.48 35.4 2.58
754 2018 01 07 09 07 05.220 16.26 -100.91 16.3 1.7
755 2018 01 07 10 32 23.440 17.46 -101.47 23.0 2.83
756 2018 01 07 16 56 46.160 16.77 -101.78 16.0 3.95
757 2018 01 07 19 36 31.180 17.01 -101.6 16.0 2.49
758 2018 01 07 19 41 56.760 17.24 -101.17 46.3 1.48
759 2018 01 07 19 42 52.620 17.24 -101.17 46.3 1.9
760 2018 01 07 19 50 51.100 17.75 -100.81 59.0 2.62
761 2018 01 07 22 44 18.480 16.8 -100.68 16.0 2.7
762 2018 01 08 00 44 10.200 16.8 -100.68 16.0 2.02
763 2018 01 08 01 44 38.980 17.24 -101.04 36.2 1.88
764 2018 01 08 05 30 22.080 16.8 -100.68 16.0 1.96
765 2018 01 08 10 14 11.120 17.13 -100.82 45.0 2.67
766 2018 01 08 14 39 59.420 17.17 -100.39 40.0 2.63
767 2018 01 08 18 19 54.320 16.8 -100.68 16.0 1.84
768 2018 01 08 20 11 30.860 16.3 -100.88 16.0 1.59
769 2018 01 08 20 33 37.500 16.3 -100.88 16.0 1.57
770 2018 01 08 20 54 21.920 16.3 -100.88 16.0 1.49
771 2018 01 08 21 03 54.520 16.3 -100.88 16.0 2.08
772 2018 01 09 03 46 59.260 17.47 -101.59 11.0 2.86
773 2018 01 09 06 59 57.360 16.66 -100.59 15.4 2.83
774 2018 01 09 08 31 56.740 17.36 -101.43 27.1 2.75
775 2018 01 09 09 36 07.780 17.17 -100.93 28.0 2.7
776 2018 01 09 13 03 14.860 16.91 -100.27 15.0 1.73
777 2018 01 09 13 43 16.920 16.3 -100.88 16.0 1.79
778 2018 01 09 13 59 51.820 16.8 -100.68 16.0 2.27
779 2018 01 09 14 05 29.100 16.8 -100.68 16.0 2.49
780 2018 01 09 17 13 49.540 15.77 -100.01 1.0 3.21
781 2018 01 09 18 47 04.840 16.8 -100.68 16.0 2.41
782 2018 01 09 20 32 19.720 16.9 -100.43 1.0 1.8
783 2018 01 10 00 02 14.420 16.84 -100.43 3.0 -0.93
784 2018 01 10 01 04 57.560 16.26 -100.91 16.3 1.97
785 2018 01 10 01 36 26.460 16.87 -100.06 5.0 2.07
786 2018 01 10 02 43 06.380 17.22 -101.12 18.0 1.53
787 2018 01 10 02 47 05.820 17.25 -101.39 18.0 1.87
788 2018 01 10 12 47 12.380 17.14 -100.6 34.5 1.69
789 2018 01 10 19 04 04.060 17.19 -100.35 5.0 1.8
790 2018 01 10 21 35 42.600 16.3 -100.74 10.0 1.97
791 2018 01 10 23 44 56.980 17.09 -101.53 14.0 4.6
792 2018 01 11 00 10 35.580 17.01 -101.6 16.0 0.96
793 2018 01 11 00 15 56.880 17.01 -101.6 16.0 1.22
794 2018 01 11 02 58 40.420 17.01 -101.63 14.0 1.84
795 2018 01 11 03 00 47.440 16.69 -100.56 19.4 2.94
796 2018 01 11 06 41 30.440 16.8 -100.68 16.0 3.32
797 2018 01 11 07 14 13.860 17.01 -101.6 16.0 1.89
798 2018 01 11 08 57 31.660 17.31 -101.21 16.0 2.7
799 2018 01 11 22 25 34.920 16.8 -100.68 16.0 2.24
800 2018 01 12 01 47 55.920 17.3 -101.38 29.0 2.36
801 2018 01 12 03 31 46.400 16.94 -100.67 1.0 1.68
802 2018 01 12 03 58 46.480 17.28 -101.09 20.0 1.77
803 2018 01 12 05 00 20.380 17.19 -100.35 5.0 1.91
804 2018 01 12 06 46 38.620 16.33 -100.34 7.0 3.17
805 2018 01 12 07 39 55.340 16.8 -100.68 16.0 1.8
806 2018 01 12 07 40 12.020 16.8 -100.68 16.0 1.83
807 2018 01 12 07 43 55.960 17.01 -101.6 16.0 2.42
808 2018 01 12 08 11 43.120 16.8 -100.68 16.0 2.49
809 2018 01 12 08 20 35.840 16.8 -100.68 16.0 1.84
810 2018 01 12 08 36 07.740 17.29 -100.52 29.4 2.4
811 2018 01 12 09 23 01.520 17.22 -101.12 18.0 2.08
812 2018 01 12 11 41 52.800 16.33 -100.34 7.0 2.11
813 2018 01 12 11 53 03.900 16.88 -100.76 7.0 1.53
814 2018 01 12 15 19 22.240 16.33 -100.34 7.0 2.1
